ProductName,imagelink,productlink,price,maxretailprice,stars,GlobalRatings,Country of Origin,reviewsLink,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,globalReviews,HighLights,Fragrance Classification,Ideal For,Quantity,Sales Package,Pack of,Brand,Model Name,Shade,Color,Organic,Waterproof,Finish,Form,Container Type,Professional Care,Multi Shaded,Skin Type,Series,Type,Other Traits,Weight,Maximum Shelf Life,Gift Pack,Fragrance Family,Ideal Usage,Limited Edition,Organic Type,Multi-shaded,Coverage,Composition,Skin Tone,Model Number,Foldable,Anti Perspirant,SPF Rating,Texture,Oil-free,Serum Type,Applied For,Hair Type,Hair Condition,Sulfate Free,SPF,Duration,Flavor,Other Features,Size
"maxxcode Silver Perfume ,Long Lasting, Unisex Eau de Parfum  -  100 ml  (For Men & Women)",https://rukminim1.flixcart.com/image/612/612/xif0q/perfume/w/o/v/100-silver-perfume-long-lasting-unisex-na-eau-de-parfum-maxxcode-original-imagz5xhbdxhezqq.jpeg?q=70,https://www.flipkart.com/maxxcode-silver-perfume-long-lasting-unisex-eau-de-parfum-100-ml/p/itma5d1c87bff629?pid=PERGZ5XHGAKHJZWF&lid=LSTPERGZ5XHGAKHJZWFBULQSH&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_2_50&otracker=search&otracker1=search&fm=organic&iid=a89c59f5-0d34-4a74-b62a-7e9f544b1a15.PERGZ5XHGAKHJZWF.SEARCH&ppt=None&ppn=None&ssid=t86y64o8gw0000001680694840783&qH=a9d908f637866fb8,450,599,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""Quantity: 100 ml"",""Ideal For: Men & Women"",""Fragrance Classification: Eau de Parfum"",""Fragrance Family: Fresh"",""Fragrance Segment: Luxury""]",Eau de Parfum,Men & Women,100 ml,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"maxxcode Bronze Perfume ,Long Lasting, Unisex Eau de Parfum  -  100 ml  (For Men & Women)",https://rukminim1.flixcart.com/image/612/612/xif0q/perfume/x/p/a/100-bronze-perfume-long-lasting-unisex-na-eau-de-parfum-maxxcode-original-imagz5xgp9afrztp.jpeg?q=70,https://www.flipkart.com/maxxcode-bronze-perfume-long-lasting-unisex-eau-de-parfum-100-ml/p/itm8a3916c9352a8?pid=PERGZ5XGYRFFCHE3&lid=LSTPERGZ5XGYRFFCHE3WSX3FO&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_2_51&otracker=search&otracker1=search&fm=organic&iid=a89c59f5-0d34-4a74-b62a-7e9f544b1a15.PERGZ5XGYRFFCHE3.SEARCH&ppt=None&ppn=None&ssid=t86y64o8gw0000001680694840783&qH=a9d908f637866fb8,450,599,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""Quantity: 100 ml"",""Ideal For: Men & Women"",""Fragrance Classification: Eau de Parfum"",""Fragrance Family: Fresh"",""Fragrance Segment: Luxury""]",Eau de Parfum,Men & Women,100 ml,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
UPSILON Golden Sand Perfume for Men’s Eau de Parfum  -  100 ml  (For Men),https://rukminim1.flixcart.com/image/612/612/xif0q/perfume/4/g/6/100-golden-sand-perfume-for-men-s-eau-de-parfum-upsilon-men-original-imagj4ye99rktx3b.jpeg?q=70,https://www.flipkart.com/upsilon-golden-sand-perfume-mens-eau-de-parfum-100-ml/p/itm7cef538519a9e?pid=PERGGTPWRE52MG4U&lid=LSTPERGGTPWRE52MG4UGXSEIJ&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_2_52&otracker=search&otracker1=search&fm=organic&iid=en_juTIyNRYoDEk%2BfUBih1qFvzhX%2BLnMoZBTq1T2ARywis%2FUowtBANS8lfundIZ4%2BITllR7Wg0j8YqTk2wwX%2BV4qQ%3D%3D&ppt=None&ppn=None&ssid=t86y64o8gw0000001680694840783&qH=a9d908f637866fb8,1370,1599,4.6,136,India,https://www.flipkart.com/upsilon-golden-sand-perfume-mens-eau-de-parfum-100-ml/product-reviews/itm7cef538519a9e?pid=PERGGTPWRE52MG4U&lid=LSTPERGGTPWRE52MG4UGXSEIJ&marketplace=FLIPKART,104,19,5,4,4,70 Reviews,"[""Quantity: 100 ml"",""Ideal For: Men"",""Fragrance Classification: Eau de Parfum"",""Fragrance Family: Woody"",""Fragrance Segment: Entry"",""Base Note: Amber, Myrrh, Sandalwood"",""Heart Note: Patchouli, Taif Rose, Caramel"",""Top Note: Mandarin, Labdanum, Saffron""]",Eau de Parfum,Men,100 ml,1,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
maxxcode Diamond Perfumes Luxury Scent with Long Lasting Fragrance Perfume Eau de Parfum  -  100 ml  (For Men),https://rukminim1.flixcart.com/image/612/612/xif0q/perfume/y/g/j/100-diamond-perfumes-luxury-scent-with-long-lasting-fragrance-original-imagz5xw9hmp8nmu.jpeg?q=70,https://www.flipkart.com/maxxcode-diamond-perfumes-luxury-scent-long-lasting-fragrance-perfume-eau-de-parfum-100-ml/p/itmeb101298c5237?pid=PERGZ5XWUCWU2GWM&lid=LSTPERGZ5XWUCWU2GWMGCT6PP&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_2_53&otracker=search&otracker1=search&fm=organic&iid=a89c59f5-0d34-4a74-b62a-7e9f544b1a15.PERGZ5XWUCWU2GWM.SEARCH&ppt=None&ppn=None&ssid=t86y64o8gw0000001680694840783&qH=a9d908f637866fb8,599,799,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""Quantity: 100 ml"",""Ideal For: Men"",""Fragrance Classification: Eau de Parfum"",""Fragrance Family: Fresh"",""Fragrance Segment: Luxury""]",Eau de Parfum,Men,100 ml,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
VILLAIN BLACK LUXURY CLASSIC Eau De Perfume  -  100 ml  (For Men & Women),https://rukminim1.flixcart.com/image/612/612/ktbu6q80/perfume/5/l/f/100-black-eau-de-parfum-villain-men-women-original-imag6peqepmayy9t.jpeg?q=70,https://www.flipkart.com/villain-black-luxury-classic-eau-de-perfume-100-ml/p/itm50f25e31da1df?pid=PERG7RCZXNS7GHHP&lid=LSTPERG7RCZXNS7GHHPN8PAU0&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_2_54&otracker=search&otracker1=search&fm=organic&iid=a89c59f5-0d34-4a74-b62a-7e9f544b1a15.PERG7RCZXNS7GHHP.SEARCH&ppt=None&ppn=None&ssid=t86y64o8gw0000001680694840783&qH=a9d908f637866fb8,520,850,4.2,557,India,https://www.flipkart.com/villain-black-luxury-classic-eau-de-perfume-100-ml/product-reviews/itm50f25e31da1df?pid=PERG7RCZXNS7GHHP&lid=LSTPERG7RCZXNS7GHHPN8PAU0&marketplace=FLIPKART,337,103,53,16,48,44 Reviews,"[""Quantity: 100 ml"",""Ideal For: Men & Women"",""Fragrance Classification: Perfume"",""Fragrance Family: Fresh"",""Fragrance Segment: Budget""]",Perfume,Men & Women,100 ml,1 Perfume,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
MY Fragnance Little Hearts Premium Luxury Perfume | Attractive Perfume Bottle Perfume  -  100 ml  (For Women),https://rukminim1.flixcart.com/image/612/612/kzsqykw0/perfume/n/p/t/100-fragnance-little-hearts-premium-luxury-perfume-attractive-original-imagbq47rjpc4cp8.jpeg?q=70,https://www.flipkart.com/my-fragnance-little-hearts-premium-luxury-perfume-attractive-bottle-100-ml/p/itm6803f5b1d009d?pid=PERGBQ47YBM8E6SV&lid=LSTPERGBQ47YBM8E6SVLHKKBH&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_2_55&otracker=search&otracker1=search&fm=organic&iid=a89c59f5-0d34-4a74-b62a-7e9f544b1a15.PERGBQ47YBM8E6SV.SEARCH&ppt=None&ppn=None&ssid=t86y64o8gw0000001680694840783&qH=a9d908f637866fb8,350,599,Not available,Not available,India,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""Quantity: 100 ml"",""Ideal For: Women"",""Fragrance Classification: Perfume"",""Fragrance Family: Floral"",""Fragrance Segment: Entry""]",Perfume,Women,100 ml,Fragnance Little Hearts Premium Luxury Perfume | Attractive Perfume Bottle Perfume - 100 ml,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"PERFUMERS CLUB ""All Time Classic Fragrances for Women"" Gift Set of 3 (Bombshell + Trendsetter + NightQueen) Upto 24 hrs lasting (Eau De Parfum) Eau de Parfum  -  150 ml  (For Women)",https://rukminim1.flixcart.com/image/612/612/kgjqefk0/perfume/n/z/c/150-all-time-classic-fragrances-for-women-gift-set-of-3-original-imafwr9397zvtu54.jpeg?q=70,https://www.flipkart.com/perfumers-club-all-time-classic-fragrances-women-gift-set-3-bombshell-trendsetter-nightqueen-upto-24-hrs-lasting-eau-de-parfum-eau-parfum-150-ml/p/itm686cb14c47fc6?pid=PERFWR8YEGZMDNZC&lid=LSTPERFWR8YEGZMDNZCVWQATV&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_2_56&otracker=search&otracker1=search&fm=organic&iid=en_juTIyNRYoDEk%2BfUBih1qFvzhX%2BLnMoZBTq1T2ARywisypa6GyldAdwJATODbBwQ7W2vvHzGzx5blnkg1T4Vsaw%3D%3D&ppt=None&ppn=None&ssid=t86y64o8gw0000001680694840783&qH=a9d908f637866fb8,699,1797,4.3,174,India,https://www.flipkart.com/perfumers-club-all-time-classic-fragrances-women-gift-set-3-bombshell-trendsetter-nightqueen-upto-24-hrs-lasting-eau-de-parfum-eau-parfum-150-ml/product-reviews/itm686cb14c47fc6?pid=PERFWR8YEGZMDNZC&lid=LSTPERFWR8YEGZMDNZCVWQATV&marketplace=FLIPKART,103,41,15,6,9,8 Reviews,"[""Quantity: 150 ml"",""Ideal For: Women"",""Fragrance Classification: Eau de Parfum"",""Fragrance Family: Fresh"",""Fragrance Segment: Budget"",""Base Note: Amberwood,Patchouli,cedar wood,White Musk,Patchouli,Vanilla,Tonka Bean,Amber"",""Heart Note: Orange Blossom,Jasmine,Peony,Rose,Lily-of-the-Valley,Peach,Rose"",""Top Note: Raspberry,Gardenia,Neroli,Melon,Marine,Tuberose,Lily,Lotus,Freesia,Cyclamen,Orange,Ylang-Ylang,Jasmine,Mimosa,Orange Blossom""]",Eau de Parfum,Women,150 ml,50ml x 3 pcs,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Rich Pure Luxury Silk Oil Serum  (60 ml),https://rukminim1.flixcart.com/image/612/612/xif0q/hair-serum/r/q/q/60-pure-luxury-silk-oil-serum-rich-original-imagh9wftqwcptcp.jpeg?q=70,https://www.flipkart.com/rich-pure-luxury-silk-oil-serum/p/itm2e464d8e2b66d?pid=HSMGH9WFASNUXBEF&lid=LSTHSMGH9WFASNUXBEF3JKRIB&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_2_57&otracker=search&otracker1=search&fm=organic&iid=a89c59f5-0d34-4a74-b62a-7e9f544b1a15.HSMGH9WFASNUXBEF.SEARCH&ppt=None&ppn=None&ssid=t86y64o8gw0000001680694840783&qH=a9d908f637866fb8,945,1050,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""Ideal For: Men & Women"",""Sulfate Free"",""Hair Type: All Hair Types"",""For All hair"",""Formulated For: Nourishment, Conditioning, Shine & Gloss, Styling""]",Not available,Men & Women,60 ml,Not available,Not available,Not available,Not available,Not available,Not available,Yes,Not available,Not available,Not available,Bottle,Not available,Not available,Not available,Not available,Not available,Not available,Not available,36 Months,Not available,Not available,Not available,Not available,Natural,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Oil,"Nourishment, Conditioning, Shine & Gloss, Styling",All Hair Types,All hair,Yes,Not available,Not available,Not available,Not available,Not available
"Miss Claire Luxury Loose Powder Compact  (Banana, 38 g)",https://rukminim1.flixcart.com/image/612/612/kw3v0cw0/compact/i/e/g/38-luxury-loose-powder-banana-38g-kira-miss-claire-original-imag8uydhxx7vvdh.jpeg?q=70,https://www.flipkart.com/miss-claire-luxury-loose-powder-compact/p/itm07309c34efaa9?pid=CMPG8UYDD5ZPYCHF&lid=LSTCMPG8UYDD5ZPYCHFKR0DFB&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_2_58&otracker=search&otracker1=search&fm=organic&iid=a89c59f5-0d34-4a74-b62a-7e9f544b1a15.CMPG8UYDD5ZPYCHF.SEARCH&ppt=None&ppn=None&ssid=t86y64o8gw0000001680694840783&qH=a9d908f637866fb8,499,550,4,17,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""It is suitable for skin tone.""]",Not available,Not available,38 g,Not available,Not available,Miss Claire,Luxury Loose Powder,Banana,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
v 19.69 italia Risque Deodorant Spray  -  For Men  (150 ml),https://rukminim1.flixcart.com/image/612/612/deodorant/y/e/u/deodorant-spray-versace-19-69-abbigliamento-sportivo-srl-milan-original-imae9gymxqvg66qf.jpeg?q=70,https://www.flipkart.com/v-19-69-italia-risque-deodorant-spray-men/p/itmf3v9q5wrfqhez?pid=DEOE9BRFHDGXHYEU&lid=LSTDEOE9BRFHDGXHYEUO8J4ZZ&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_2_59&otracker=search&otracker1=search&fm=organic&iid=a89c59f5-0d34-4a74-b62a-7e9f544b1a15.DEOE9BRFHDGXHYEU.SEARCH&ppt=None&ppn=None&ssid=t86y64o8gw0000001680694840783&qH=a9d908f637866fb8,370,495,4.1,152,Not available,https://www.flipkart.com/v-19-69-italia-risque-deodorant-spray-men/product-reviews/itmf3v9q5wrfqhez?pid=DEOE9BRFHDGXHYEU&lid=LSTDEOE9BRFHDGXHYEUO8J4ZZ&marketplace=FLIPKART,87,24,18,11,12,13 Reviews,"[""Quantity: 150 ml"",""Fragrance: Deodorant Spray"",""For Men""]",Not available,Men,150 ml,1 Deodorant,1,v 19.69 italia,Risque,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Deodorant Spray,Not available,Not available,Not available,Not available,Fresh,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"PERFUMERS CLUB ""Best Fragrance for Unisex Aquatic and Citrus"" Gift Set of 3 (AquaCool + Royale + Achieve) Upto 24 hrs lasting (Eau De Parfum) Eau de Parfum  -  150 ml  (For Men & Women)",https://rukminim1.flixcart.com/image/612/612/kgjqefk0/perfume/j/v/f/150-best-fragrance-for-unisex-aquatic-and-citrus-gift-set-of-3-original-imafwr93dhxbpgxa.jpeg?q=70,https://www.flipkart.com/perfumers-club-best-fragrance-unisex-aquatic-citrus-gift-set-3-aquacool-royale-achieve-upto-24-hrs-lasting-eau-de-parfum-eau-parfum-150-ml/p/itmb6ca6768c7cfe?pid=PERFWR7RCPBTQJVF&lid=LSTPERFWR7RCPBTQJVFV6G8HQ&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_2_60&otracker=search&otracker1=search&fm=organic&iid=en_juTIyNRYoDEk%2BfUBih1qFvzhX%2BLnMoZBTq1T2ARywitUmHqv5LtSgDh3Q9KW29IRHNqrbUlekniCnu%2BQO62C1w%3D%3D&ppt=None&ppn=None&ssid=t86y64o8gw0000001680694840783&qH=a9d908f637866fb8,699,1797,4.2,778,India,https://www.flipkart.com/perfumers-club-best-fragrance-unisex-aquatic-citrus-gift-set-3-aquacool-royale-achieve-upto-24-hrs-lasting-eau-de-parfum-eau-parfum-150-ml/product-reviews/itmb6ca6768c7cfe?pid=PERFWR7RCPBTQJVF&lid=LSTPERFWR7RCPBTQJVFV6G8HQ&marketplace=FLIPKART,471,140,77,28,62,66 Reviews,"[""Quantity: 150 ml"",""Ideal For: Men & Women"",""Fragrance Classification: Eau de Parfum"",""Fragrance Family: Woody"",""Fragrance Segment: Budget"",""Base Note: Sandalwood,Vetiver,Musk,, Cedar,Musk,, Sandalwood,Musk,Vetiver,"",""Heart Note: White Flowers,Orange Blossom,Lily,, Rose,Musk,Jasmine,, Pine Tree,Orange,Ginger,"",""Top Note: Mandarin Orange,Sage,Black currant leaf,, Lemon,Apple,, Bergamot,""]",Eau de Parfum,Men & Women,150 ml,"50ml x 3 pcs Aqua Cool, Royale Achieve",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
LAYER'R Shot Absulute Game Deodorant Spray  -  For Men  (135 ml),https://rukminim1.flixcart.com/image/612/612/kmz7qfk0/deodorant/h/r/n/135-shot-absulute-game-1-deodorant-spray-layer-r-men-original-imagfrd8nazmgm57.jpeg?q=70,https://www.flipkart.com/layer-r-shot-absulute-game-deodorant-spray-men/p/itmf3v9rwchefugw?pid=DEOE7UBDPY3HXJH3&lid=LSTDEOE7UBDPY3HXJH3KNKWJB&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_2_61&otracker=search&otracker1=search&fm=organic&iid=a89c59f5-0d34-4a74-b62a-7e9f544b1a15.DEOE7UBDPY3HXJH3.SEARCH&ppt=None&ppn=None&ssid=t86y64o8gw0000001680694840783&qH=a9d908f637866fb8,225,225,3.9,226,Not available,https://www.flipkart.com/layer-r-shot-absulute-game-deodorant-spray-men/product-reviews/itmf3v9rwchefugw?pid=DEOE7UBDPY3HXJH3&lid=LSTDEOE7UBDPY3HXJH3KNKWJB&marketplace=FLIPKART,112,47,25,16,26,31 Reviews,"[""Quantity: 135 ml"",""Fragrance: Deodorant Spray"",""For Men""]",Not available,Men,135 ml,1 Deodorants,1,LAYER'R,Shot Absulute Game,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Deodorant Spray,Not available,Not available,60 Months,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
OLD SPICE Fresh High Endurance Long Lasting Deodorant Stick  -  For Men  (63 g),https://rukminim1.flixcart.com/image/612/612/deodorant/p/h/x/deodorant-stick-old-spice-63-fresh-high-endurance-long-lasting-original-imaeaegebkqxnscn.jpeg?q=70,https://www.flipkart.com/old-spice-fresh-high-endurance-long-lasting-deodorant-stick-men/p/itmf3v9pq3g7kwaa?pid=DEOEAFF9DPRPZPHX&lid=LSTDEOEAFF9DPRPZPHXLW2NEO&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_2_62&otracker=search&otracker1=search&fm=organic&iid=a89c59f5-0d34-4a74-b62a-7e9f544b1a15.DEOEAFF9DPRPZPHX.SEARCH&ppt=None&ppn=None&ssid=t86y64o8gw0000001680694840783&qH=a9d908f637866fb8,430,495,4,249,Not available,https://www.flipkart.com/old-spice-fresh-high-endurance-long-lasting-deodorant-stick-men/product-reviews/itmf3v9pq3g7kwaa?pid=DEOEAFF9DPRPZPHX&lid=LSTDEOEAFF9DPRPZPHXLW2NEO&marketplace=FLIPKART,124,61,29,9,26,26 Reviews,"[""Quantity: 63 g"",""Fragrance: Deodorant Stick"",""For Men""]",Not available,Men,63 g,1 Deodorant,1,OLD SPICE,Fresh High Endurance Long Lasting,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Deodorant Stick,Not available,Not available,Not available,Not available,Fresh,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Fabskin Luxury Bathing loofah Couples Pack of 2 (Black & White Color),https://rukminim1.flixcart.com/image/612/612/kvzkosw0/loofah/q/y/r/luxury-bathing-loofah-couples-pack-of-2-loofah-for-women-round-original-imag8rsb8zfmhk8v.jpeg?q=70,https://www.flipkart.com/fabskin-luxury-bathing-loofah-couples-pack-2-black-white-color/p/itmce9545785223f?pid=BSGG285H79XFUK2Z&lid=LSTBSGG285H79XFUK2ZE4IIUD&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_2_63&otracker=search&otracker1=search&fm=organic&iid=a89c59f5-0d34-4a74-b62a-7e9f544b1a15.BSGG285H79XFUK2Z.SEARCH&ppt=None&ppn=None&ssid=t86y64o8gw0000001680694840783&qH=a9d908f637866fb8,175,225,4.2,139,Not available,https://www.flipkart.com/fabskin-luxury-bathing-loofah-couples-pack-2-black-white-color/product-reviews/itmce9545785223f?pid=BSGG285H79XFUK2Z&lid=LSTBSGG285H79XFUK2ZE4IIUD&marketplace=FLIPKART,82,30,14,3,10,12 Reviews,"[""Contains: Pack of 2 Loofah"",""Shape: Round"",""For Men & Women, Boys & Girls"",""Color: Black & White Color""]",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,BA-1/4,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Menjewell FLORAL LOVE Perfume For Women | Premium Luxury Long Lasting Fragrance Spray Eau de Parfum  -  100 ml  (For Women),https://rukminim1.flixcart.com/image/612/612/xif0q/perfume/b/s/d/100-floral-love-perfume-for-women-premium-luxury-long-lasting-original-imaghzzxbzh8hhjv.jpeg?q=70,https://www.flipkart.com/menjewell-floral-love-perfume-women-premium-luxury-long-lasting-fragrance-spray-eau-de-parfum-100-ml/p/itm7f66f751eb07d?pid=PERGHZZYF6R5ES88&lid=LSTPERGHZZYF6R5ES88W0QZM8&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_2_64&otracker=search&otracker1=search&fm=organic&iid=en_juTIyNRYoDEk%2BfUBih1qFvzhX%2BLnMoZBTq1T2ARywis4%2B%2Bk1iGpIgRjUzETjrEHVvMXxYIRLemBbwyh2sL%2BYuQ%3D%3D&ppt=None&ppn=None&ssid=t86y64o8gw0000001680694840783&qH=a9d908f637866fb8,480,799,3.7,19,Not available,https://www.flipkart.com/menjewell-floral-love-perfume-women-premium-luxury-long-lasting-fragrance-spray-eau-de-parfum-100-ml/product-reviews/itm7f66f751eb07d?pid=PERGHZZYF6R5ES88&lid=LSTPERGHZZYF6R5ES88W0QZM8&marketplace=FLIPKART,8,5,2,1,3,4 Reviews,"[""Quantity: 100 ml"",""Ideal For: Women"",""Fragrance Classification: Eau de Parfum"",""Fragrance Family: Fruity"",""Fragrance Segment: Budget"",""Base Note: Patchouli, Sandal, Vanilla, Vetiver"",""Heart Note: Citrus, Iris, Jasmine, Rose"",""Top Note: Aldehydic, Bergamot, Neroli, Peach""]",Eau de Parfum,Women,100 ml,Pack of 1,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Avalias Ocean Breeze Perfume Fresh and Exhilarating Scent Long-Lasting Fragrance Eau de Parfum  -  100 ml  (For Men & Women),https://rukminim1.flixcart.com/image/612/612/xif0q/perfume/5/1/t/100-ocean-breeze-perfume-fresh-and-exhilarating-scent-long-original-imagz3y44zaxtntm.jpeg?q=70,https://www.flipkart.com/avalias-ocean-breeze-perfume-fresh-exhilarating-scent-long-lasting-fragrance-eau-de-parfum-100-ml/p/itm6e1d7d0713a74?pid=PERGZ3Y4RXKJ6FWH&lid=LSTPERGZ3Y4RXKJ6FWHFEE6J9&marketplace=FLIPKART&q=Luxury+Beauty&store=search.flipkart.com&srno=s_2_65&otracker=search&otracker1=search&fm=organic&iid=a89c59f5-0d34-4a74-b62a-7e9f544b1a15.PERGZ3Y4RXKJ6FWH.SEARCH&ppt=None&ppn=None&ssid=t86y64o8gw0000001680694840783&qH=a9d908f637866fb8,679,799,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""Quantity: 100 ml"",""Ideal For: Men & Women"",""Fragrance Classification: Eau de Parfum"",""Fragrance Family: Fresh"",""Fragrance Segment: Luxury"",""Base Note: Oakmoss, musk, Amber, Cedarwood"",""Heart Note: Jasmine, Rose, Geranium"",""Top Note: Citrus, Lavender, Galbanum""]",Eau de Parfum,Men & Women,100 ml,1 100ml Perfume,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
