ProductName,imagelink,productlink,price,maxretailprice,stars,GlobalRatings,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,globalReviews,reviewsLink,HighLights,Model Number,Sales Package,Ideal For,Type,Ingredient Type,Pack of,Brand,Model Name,Quantity,Face Wash Type,Maximum Shelf Life,Applied For,Skin Type,Container Type,Gift Pack,Other Traits,Country of Origin,Organic Type,Treatment Time,Application Frequency,Paraben Free,Treatment Form,Treatment Kit Contents,Organic,Treatment Type,Treatment Kit,Professional Care,Composition,Application Area,Hair Styling Type,Hair Type,Cleanser Type,Ideal Usage,Sulfate Free,PA Rating,SPF Rating,Formulation,Fragrance Classification,Domestic Warranty,Other Feature,Other Features,Anti Perspirant,Fragrance Family,Limited Edition,UV Protection,Set Of,Other Fetures
Parachute Advansed Men Anti-Dandruff Aftershower Hair Cream  (300 g),https://rukminim1.flixcart.com/image/612/612/jdvziq80/hair-styling/9/5/g/300-hair-cream-anti-dandruff-parachute-advansed-men-original-imafyt6thtjgbjht.jpeg?q=70,https://www.flipkart.com/parachute-advansed-men-anti-dandruff-aftershower-hair-cream/p/itmfb4gusa7g9yks?pid=HSYEZW68RVA7B95G&lid=LSTHSYEZW68RVA7B95GW2WHIM&marketplace=FLIPKART&q=mengrooming&store=g9b&srno=s_3_90&otracker=search&otracker1=search&fm=organic&iid=d5ba7965-9801-47c7-a09d-bbeb518b7b32.HSYEZW68RVA7B95G.SEARCH&ppt=None&ppn=None&ssid=46fxpefcr40000001680602712075&qH=6d8d1e0ec3dc32f0,222,285,4.2,4279,"2,438","1,048",417,158,218,329 Reviews,https://www.flipkart.com/parachute-advansed-men-anti-dandruff-aftershower-hair-cream/product-reviews/itmfb4gusa7g9yks?pid=HSYEZW68RVA7B95G&lid=LSTHSYEZW68RVA7B95GW2WHIM&marketplace=FLIPKART,"[""For Men"",""For Normal Hair"",""Type: Hair Cream"",""Quantity: 300""]",Not available,Not available,Men,Not available,Not available,3,Parachute Advansed Men,Anti-Dandruff Aftershower,300 g,Not available,36 Months,Not available,Not available,Jar,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Hair Cream,Normal Hair,Not available,Not available,No,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
NIVEA Fresh Power Deodorant Roll-on  -  For Men  (50 ml),https://rukminim1.flixcart.com/image/612/612/xif0q/deodorant/i/2/s/-original-imagm6tz3p5csj8z.jpeg?q=70,https://www.flipkart.com/nivea-fresh-power-deodorant-roll-on-men/p/itmf3v9rszgrefey?pid=DEOESRG8HTBJRCSC&lid=LSTDEOESRG8HTBJRCSCDQAHHY&marketplace=FLIPKART&q=mengrooming&store=g9b&srno=s_3_91&otracker=search&otracker1=search&fm=organic&iid=d5ba7965-9801-47c7-a09d-bbeb518b7b32.DEOESRG8HTBJRCSC.SEARCH&ppt=None&ppn=None&ssid=46fxpefcr40000001680602712075&qH=6d8d1e0ec3dc32f0,162,199,4.3,10942,"6,312","2,662","1,140",355,473,989 Reviews,https://www.flipkart.com/nivea-fresh-power-deodorant-roll-on-men/product-reviews/itmf3v9rszgrefey?pid=DEOESRG8HTBJRCSC&lid=LSTDEOESRG8HTBJRCSCDQAHHY&marketplace=FLIPKART,"[""Quantity: 50 ml"",""Fragrance: Deodorant Roll-on"",""For Men""]",Not available,1 Deodorant Roll-on,Men,Deodorant Roll-on,Not available,1,NIVEA,Fresh Power,50 ml,Not available,30 Months,Not available,Not available,Not available,Not available,"Powerful Protection Musk and Oriental Fragrance, 48 Hours Protection",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,All Day,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,No,Not available,No,Not available,Not available,Not available
"Garnier Men Acno Fight Anti-Pimple Facewash for Acne Prone Skin, 150g Face Wash  (150 g)",https://rukminim1.flixcart.com/image/612/612/xif0q/face-wash/m/9/2/-original-imagnftct2gmkwkz.jpeg?q=70,https://www.flipkart.com/garnier-men-acno-fight-anti-pimple-facewash-acne-prone-skin-150g-face-wash/p/itma99d58b632938?pid=FCWFY34AA993DFA3&lid=LSTFCWFY34AA993DFA30FIMB3&marketplace=FLIPKART&q=mengrooming&store=g9b&srno=s_3_92&otracker=search&otracker1=search&fm=organic&iid=en_oKxXJQGV3CfGlW4Km7nwCbPcDcqHF0lCYfQRj8lUPwnSDXB0kvQa3a2eWdMddFsDnY7tf5H9h7BP6Buw%2FsQrJw%3D%3D&ppt=None&ppn=None&ssid=46fxpefcr40000001680602712075&qH=6d8d1e0ec3dc32f0,263,325,4.5,54792,"36,985","11,341","3,427","1,185","1,791","3,838 Reviews",https://www.flipkart.com/garnier-men-acno-fight-anti-pimple-facewash-acne-prone-skin-150g-face-wash/product-reviews/itma99d58b632938?pid=FCWFY34AA993DFA3&lid=LSTFCWFY34AA993DFA30FIMB3&marketplace=FLIPKART,"[""For Men"",""Gel Based"",""For All Skin Types"",""Applied For: Oil Control, Blackhead Remover, Anti-acne & Pimples, Skin Brightening"",""Comes in Tube""]",Not available,Not available,Men,Not available,Natural,1,Garnier Men,"Acno Fight Anti-Pimple Facewash for Acne Prone Skin, 150g",150 g,Gel,36 Months,"Oil Control, Blackhead Remover, Anti-acne & Pimples, Skin Brightening",All Skin Types,Tube,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
NIVEA All-In-1 Oil Control Face Wash  (150 ml),https://rukminim1.flixcart.com/image/612/612/kzrbiq80/face-wash/a/a/e/-original-imagbzy4b6rrywph.jpeg?q=70,https://www.flipkart.com/nivea-all-in-1-oil-control-face-wash/p/itmfgyx86zqucemv?pid=FCWETYCFRJJGVZ39&lid=LSTFCWETYCFRJJGVZ39ZMFA5I&marketplace=FLIPKART&q=mengrooming&store=g9b&srno=s_3_93&otracker=search&otracker1=search&fm=organic&iid=d5ba7965-9801-47c7-a09d-bbeb518b7b32.FCWETYCFRJJGVZ39.SEARCH&ppt=None&ppn=None&ssid=46fxpefcr40000001680602712075&qH=6d8d1e0ec3dc32f0,209,299,4.3,34902,"19,906","8,690","3,382","1,119","1,805","2,648 Reviews",https://www.flipkart.com/nivea-all-in-1-oil-control-face-wash/product-reviews/itmfgyx86zqucemv?pid=FCWETYCFRJJGVZ39&lid=LSTFCWETYCFRJJGVZ39ZMFA5I&marketplace=FLIPKART,"[""For Men"",""Gel Based"",""For Oily Skin"",""Applied For: Oil Control""]",Not available,Not available,Men,Not available,Synthetic,1,NIVEA,All-In-1 Oil Control,150 ml,Gel,30 Months,Oil Control,Oily Skin,Not available,Not available,Not available,INDIA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"DENVER Caliber and Imperial Combo Deodorant Spray  -  For Men  (400 ml, Pack of 2)",https://rukminim1.flixcart.com/image/612/612/kingqkw0pkrrdj-0/personal-care/9/o/o/400-dn034-denver-original-imafyhpqcyyecpvn.jpeg?q=70,https://www.flipkart.com/denver-caliber-imperial-combo-deodorant-spray-men/p/itmf3v9rctbcnwgk?pid=DEOFCFWGGECFDWGX&lid=LSTDEOFCFWGGECFDWGXINGTBE&marketplace=FLIPKART&q=mengrooming&store=g9b&srno=s_3_94&otracker=search&otracker1=search&fm=organic&iid=d5ba7965-9801-47c7-a09d-bbeb518b7b32.DEOFCFWGGECFDWGX.SEARCH&ppt=None&ppn=None&ssid=46fxpefcr40000001680602712075&qH=6d8d1e0ec3dc32f0,309,530,4.3,18780,"11,301","4,282","1,787",599,811,"1,601 Reviews",https://www.flipkart.com/denver-caliber-imperial-combo-deodorant-spray-men/product-reviews/itmf3v9rctbcnwgk?pid=DEOFCFWGGECFDWGX&lid=LSTDEOFCFWGGECFDWGXINGTBE&marketplace=FLIPKART,"[""Quantity: 400 ml"",""Fragrance: Deodorant Spray"",""For Men""]",Not available,"1 Caliber Deo, 1 Imperial Deo",Men,Deodorant Spray,Not available,2,DENVER,Caliber and Imperial Combo,400 ml,Not available,36 Months,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"Phy Social EDT | Chilled out, party fragrance |Long lasting perfume Eau de Toilette  -  100 ml  (For Men)",https://rukminim1.flixcart.com/image/612/612/kxuqdu80/perfume/m/m/y/100-social-mandarin-orange-ginger-sandalwood-eau-de-toilette-phy-original-imaga7nrnbyjuawk.jpeg?q=70,https://www.flipkart.com/phy-social-edt-chilled-out-party-fragrance-long-lasting-perfume-eau-de-toilette-100-ml/p/itmf5d707a961520?pid=PERG9MWYMZYUBRGN&lid=LSTPERG9MWYMZYUBRGNKP47YT&marketplace=FLIPKART&q=mengrooming&store=g9b&srno=s_3_95&otracker=search&otracker1=search&fm=organic&iid=d5ba7965-9801-47c7-a09d-bbeb518b7b32.PERG9MWYMZYUBRGN.SEARCH&ppt=None&ppn=None&ssid=46fxpefcr40000001680602712075&qH=6d8d1e0ec3dc32f0,673,750,4.2,1570,895,318,169,77,111,143 Reviews,https://www.flipkart.com/phy-social-edt-chilled-out-party-fragrance-long-lasting-perfume-eau-de-toilette-100-ml/product-reviews/itmf5d707a961520?pid=PERG9MWYMZYUBRGN&lid=LSTPERG9MWYMZYUBRGNKP47YT&marketplace=FLIPKART,"[""Quantity: 100 ml"",""Ideal For: Men"",""Fragrance Classification: Eau de Toilette"",""Fragrance Family: Woody"",""Base Note: Brazilian Rosewood, Amber, Sandalwood"",""Heart Note: Lavender, Ginger, Tunisian Neroli"",""Top Note: Mint, Mandarin Orange, Juniper Berry""]",Not available,Not available,Men,Not available,Not available,Not available,Not available,Not available,100 ml,Not available,Not available,Not available,Not available,Not available,Not available,Not available,India,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Eau de Toilette,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"Man Arden Hair Spray - Strong Hold, Styling with Nourishment - Argan Oil and Bhringraj Hair Spray  (180 ml)",https://rukminim1.flixcart.com/image/612/612/kz7bcsw0/hair-styling/j/g/a/hair-spray-180-hair-spray-strong-hold-styling-with-nourishment-original-imagb9btbhv55gn5.jpeg?q=70,https://www.flipkart.com/man-arden-hair-spray-strong-hold-styling-nourishment-argan-oil-bhringraj/p/itmfcc638cf6744f?pid=HSYFJGKVHSFF2XT6&lid=LSTHSYFJGKVHSFF2XT6ZUAGYJ&marketplace=FLIPKART&q=mengrooming&store=g9b&srno=s_3_96&otracker=search&otracker1=search&fm=organic&iid=en_oKxXJQGV3CfGlW4Km7nwCbPcDcqHF0lCYfQRj8lUPwnkiyB4gYN58wVj7oEQuHklrBsWoItrZcZK9T15VT2mGw%3D%3D&ppt=None&ppn=None&ssid=46fxpefcr40000001680602712075&qH=6d8d1e0ec3dc32f0,399,449,4.1,3325,"1,786",779,409,142,209,421 Reviews,https://www.flipkart.com/man-arden-hair-spray-strong-hold-styling-nourishment-argan-oil-bhringraj/product-reviews/itmfcc638cf6744f?pid=HSYFJGKVHSFF2XT6&lid=LSTHSYFJGKVHSFF2XT6ZUAGYJ&marketplace=FLIPKART,"[""For Men"",""For All Hair Types"",""Type: Hair Spray"",""Quantity: 180"",""Sulfate Free""]",Not available,Not available,Men,Not available,Not available,1,Man Arden,"Hair Spray - Strong Hold, Styling with Nourishment - Argan Oil and Bhringraj",180 ml,Not available,24 Months,Not available,Not available,Bottle,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,D:\abhishek sharma\flipkart Ticket\19 June\New folder (2),Not available,Hair Spray,All Hair Types,Not available,Not available,Yes,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Garnier Men Power White Double Action Charcoal  Face Wash  (150 g),https://rukminim1.flixcart.com/image/612/612/xif0q/face-wash/a/9/t/-original-imagnftcshfgqvhu.jpeg?q=70,https://www.flipkart.com/garnier-men-power-white-double-action-charcoal-face-wash/p/itm9ead2a87e4c3b?pid=FCWFY34ATEJ2SUWH&lid=LSTFCWFY34ATEJ2SUWHSS2XDT&marketplace=FLIPKART&q=mengrooming&store=g9b&srno=s_3_97&otracker=search&otracker1=search&fm=organic&iid=d5ba7965-9801-47c7-a09d-bbeb518b7b32.FCWFY34ATEJ2SUWH.SEARCH&ppt=None&ppn=None&ssid=46fxpefcr40000001680602712075&qH=6d8d1e0ec3dc32f0,263,325,4.4,181760,"1,16,759","42,148","13,538","3,936","5,459","14,666 Reviews",https://www.flipkart.com/garnier-men-power-white-double-action-charcoal-face-wash/product-reviews/itm9ead2a87e4c3b?pid=FCWFY34ATEJ2SUWH&lid=LSTFCWFY34ATEJ2SUWHSS2XDT&marketplace=FLIPKART,"[""For Men"",""Gel Based"",""For All Skin Types"",""Applied For: Radiance & Glow, Oil Control, Anti-dullness, Deep Cleansing, Skin Brightening"",""Comes in Tube""]",Not available,Not available,Men,Not available,Natural,1,Garnier Men,Power White Double Action Charcoal Face Wash,150 g,Gel,36 Months,"Radiance & Glow, Oil Control, Anti-dullness, Deep Cleansing, Skin Brightening",All Skin Types,Tube,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
NIVEA Fresh Active long lasting freshness Deodorant Spray  -  For Men  (150 ml),https://rukminim1.flixcart.com/image/612/612/kxf0jgw0/deodorant/u/a/h/-original-imag9vrg4kkzzzgz.jpeg?q=70,https://www.flipkart.com/nivea-fresh-active-long-lasting-freshness-deodorant-spray-men/p/itmc0626756e8843?pid=DEOEF3FPFQNZMFQU&lid=LSTDEOEF3FPFQNZMFQUD1X35F&marketplace=FLIPKART&q=mengrooming&store=g9b&srno=s_3_98&otracker=search&otracker1=search&fm=organic&iid=d5ba7965-9801-47c7-a09d-bbeb518b7b32.DEOEF3FPFQNZMFQU.SEARCH&ppt=None&ppn=None&ssid=46fxpefcr40000001680602712075&qH=6d8d1e0ec3dc32f0,194,285,4.1,20979,"10,884","5,194","2,600","1,021","1,280","2,930 Reviews",https://www.flipkart.com/nivea-fresh-active-long-lasting-freshness-deodorant-spray-men/product-reviews/itmc0626756e8843?pid=DEOEF3FPFQNZMFQU&lid=LSTDEOEF3FPFQNZMFQUD1X35F&marketplace=FLIPKART,"[""Quantity: 150 ml"",""Fragrance: Deodorant Spray"",""For Men"",""Anti Perspirant""]",Not available,fresh active original,Men,Deodorant Spray,Not available,1,NIVEA,Fresh Active long lasting freshness,150 ml,Not available,36 Months,Not available,Not available,Not available,Not available,100% ORIGINAL PRODUCT,India,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Yes,Fresh,No,Not available,Not available,Not available
NIVEA Dark Spot Reduction Face Wash  (50 g),https://rukminim1.flixcart.com/image/612/612/kxf0jgw0/face-wash/x/p/y/-original-imag9vrgthxkt3mk.jpeg?q=70,https://www.flipkart.com/nivea-dark-spot-reduction-face-wash/p/itmf3vdagc3kmywu?pid=FCWEZGK28UZ6PAFE&lid=LSTFCWEZGK28UZ6PAFEZGABCQ&marketplace=FLIPKART&q=mengrooming&store=g9b&srno=s_3_99&otracker=search&otracker1=search&fm=organic&iid=d5ba7965-9801-47c7-a09d-bbeb518b7b32.FCWEZGK28UZ6PAFE.SEARCH&ppt=None&ppn=None&ssid=46fxpefcr40000001680602712075&qH=6d8d1e0ec3dc32f0,110,110,4.4,41065,Not available,Not available,Not available,Not available,Not available,Not available,https://www.flipkart.com/nivea-dark-spot-reduction-face-wash/product-reviews/itmf3vdagc3kmywu?pid=FCWEZGK28UZ6PAFE&lid=LSTFCWEZGK28UZ6PAFEZGABCQ&marketplace=FLIPKART,"[""For Men"",""Liquid Based"",""For All Skin Types"",""Applied For: Oil Control, Refreshing, Spot Removal, Skin Brightening""]",Not available,Not available,Men,Not available,Synthetic,1,NIVEA,Dark Spot Reduction,50 g,Liquid,30 Months,"Oil Control, Refreshing, Spot Removal, Skin Brightening",All Skin Types,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"Man Matters Derma Roller for Hair Growth, Beard Growth | 0.5mm Titanium 540 Micro Needles  (50 g)",https://rukminim1.flixcart.com/image/612/612/kp1imq80/hair-treatment/q/9/o/1-derma-roller-with-540-titanium-alloy-micro-needles-0-5-mm-original-imag3cgcxezqfmbw.jpeg?q=70,https://www.flipkart.com/man-matters-derma-roller-hair-growth-beard-growth-0-5mm-titanium-540-micro-needles/p/itm5b24813b2c787?pid=BSTG5MF9RGFEGQJC&lid=LSTBSTG5MF9RGFEGQJCUDWFNJ&marketplace=FLIPKART&q=mengrooming&store=g9b&srno=s_3_100&otracker=search&otracker1=search&fm=organic&iid=en_oKxXJQGV3CfGlW4Km7nwCbPcDcqHF0lCYfQRj8lUPwnscENrUkiDnaAponELh%2FQqoyrobgByGduQYV%2FTV4V3QQ%3D%3D&ppt=None&ppn=None&ssid=46fxpefcr40000001680602712075&qH=6d8d1e0ec3dc32f0,299,399,4,1410,695,375,155,67,118,103 Reviews,https://www.flipkart.com/man-matters-derma-roller-hair-growth-beard-growth-0-5mm-titanium-540-micro-needles/product-reviews/itm5b24813b2c787?pid=BSTG5MF9RGFEGQJC&lid=LSTBSTG5MF9RGFEGQJCUDWFNJ&marketplace=FLIPKART,"[""For Men"",""Form: Roller"",""Paraben Free"",""For Replenishing & Rejuvenation, Exfoliation, Anti-aging, Pigmentation Removal"",""Treatment Type: Hair growth treatment, Anti hair fall, Anti aging, Removes pigmentation, Skin smoothening, Skin toning""]",Not available,1 derma roller,Not available,Not available,Not available,Not available,Not available,"Derma Roller for Hair Growth, Beard Growth | 0.5mm Titanium 540 Micro Needles",Not available,Not available,Not available,"Replenishing & Rejuvenation, Exfoliation, Anti-aging, Pigmentation Removal",All skin types,Box,No,"When rolled over the scalp or hairline, it creates tiny punctures., This makes it easier for the medicinal qualities of topicals and oils to reach the hair follicles., Using the dermaroller with topicals and oils can help them to be absorbed properly., Dermaroller can also stimulate cell turnover and improve scalp circulation, which provides a healthier environment for robust hair growth., The micro-needles penetrate just deep enough to boost your circulation and cause new production of cells.",India,Natural,4 months,Once a week,Yes,Roller,Not available,Not available,"Hair growth treatment, Anti hair fall, Anti aging, Removes pigmentation, Skin smoothening, Skin toning",No,Yes,0.5 mm Titanium Alloy Microneedles with Plastic Handle,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
