ProductName,imagelink,productlink,price,maxretailprice,stars,GlobalRatings,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,globalReviews,reviewsLink,HighLights,Fragrance Classification,Ideal For,Quantity,Country of Origin,Sales Package,Pack of,Brand,Model Name,Type,Maximum Shelf Life,Anti Perspirant,Fragrance Family,Limited Edition,Other Traits,Model Number,Ingredient Type,Applied For,Organic Type,Ideal Usage,Container Type,Composition,Skin Type,UV Protection,Other Features,Hair Type,Treatment Kit Contents,Treatment Form,Hair Styling Type,Face Wash Type,Gift Pack,PA Rating,SPF Rating,Formulation,Sulfate Free,Professional Care,Organic,Other Feature,Blade Material,Color,Trimming Range,Suitable For,Length Adjustments,Power Source,Battery Run Time,Warranty Summary,Service Type,Covered in Warranty,Not Covered in Warranty,Flavor,Pack Of,Form,Application Area,Applied For (Face),Applied For (Body),Paraben Free,Dermatologist Tested,Instruction,Serum Type,Hair Condition,Shade,Cleanser Type,Brand Color,Material,Water Tank Capacity,Droplet Size,Atomization Quantity,Power Requirement,Power Consumption,Length,Weight
THE MAN COMPANY Ombre Eau de Parfum  -  30 ml  (For Men),https://rukminim1.flixcart.com/image/612/612/ky90scw0/perfume/w/u/4/30-ombre-eau-de-parfum-the-man-company-men-original-imagaj3fhzhyk5py.jpeg?q=70,https://www.flipkart.com/man-company-ombre-eau-de-parfum-30-ml/p/itmf5840115a41fd?pid=PERG36UJXQFEYHAX&lid=LSTPERG36UJXQFEYHAXYZYCWN&marketplace=FLIPKART&q=man+company&store=search.flipkart.com&srno=s_1_25&otracker=search&otracker1=search&fm=organic&iid=61f7f3a2-7659-409d-9b45-771655719759.PERG36UJXQFEYHAX.SEARCH&ppt=None&ppn=None&ssid=tty1kok2280000001680599844781&qH=a12c5d63a3c97bb2,599,599,4,2934,"1,542",566,364,172,290,354 Reviews,https://www.flipkart.com/man-company-ombre-eau-de-parfum-30-ml/product-reviews/itmf5840115a41fd?pid=PERG36UJXQFEYHAX&lid=LSTPERG36UJXQFEYHAXYZYCWN&marketplace=FLIPKART,"[""Quantity: 30 ml"",""Ideal For: Men"",""Fragrance Classification: Eau de Parfum"",""Fragrance Family: Fresh"",""Base Note: Ambroxan, Amberwood, Vanilla"",""Heart Note: Grapefruit, Nutmeg, Amber"",""Top Note: Orange Blossom, Apple, spicy, Rose Absolute""]",Eau de Parfum,Men,30 ml,India,1 perfume (30ml),Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
THE MAN COMPANY Long Lasting | Strong Hold | Matte Look | Toxin Free Hair Spray  (250 ml),https://rukminim1.flixcart.com/image/612/612/l2jcccw0/hair-styling/o/t/h/hair-spray-250-long-lasting-strong-hold-matte-look-toxin-free-original-imagduzcsjtrhzyj.jpeg?q=70,https://www.flipkart.com/man-company-long-lasting-strong-hold-matte-look-toxin-free-hair-spray/p/itm165c53e9225d6?pid=HSYGDUZDZY5HHAU9&lid=LSTHSYGDUZDZY5HHAU99KOOT9&marketplace=FLIPKART&q=man+company&store=search.flipkart.com&srno=s_1_26&otracker=search&otracker1=search&fm=organic&iid=61f7f3a2-7659-409d-9b45-771655719759.HSYGDUZDZY5HHAU9.SEARCH&ppt=None&ppn=None&ssid=tty1kok2280000001680599844781&qH=a12c5d63a3c97bb2,314,449,4.2,975,551,214,102,41,67,128 Reviews,https://www.flipkart.com/man-company-long-lasting-strong-hold-matte-look-toxin-free-hair-spray/product-reviews/itm165c53e9225d6?pid=HSYGDUZDZY5HHAU9&lid=LSTHSYGDUZDZY5HHAU99KOOT9&marketplace=FLIPKART,"[""For Men"",""For All Hair Types"",""Type: Hair Spray"",""Quantity: 250""]",Not available,Men,250 ml,Not available,Not available,Not available,THE MAN COMPANY,Long Lasting | Strong Hold | Matte Look | Toxin Free,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,All Hair Types,Not available,Not available,Hair Spray,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
THE MAN COMPANY Sportivo Hair Styling Pomade Hair Wax  (100 g),https://rukminim1.flixcart.com/image/612/612/xif0q/hair-styling/d/7/u/hair-wax-100-sportivo-hair-styling-pomade-the-man-company-original-imagnd6hzat8w2j4.jpeg?q=70,https://www.flipkart.com/man-company-sportivo-hair-styling-pomade-wax/p/itm51bbe7fcf8c24?pid=HSYF47Q2DCPGCEKG&lid=LSTHSYF47Q2DCPGCEKGJIV0Y6&marketplace=FLIPKART&q=man+company&store=search.flipkart.com&srno=s_1_27&otracker=search&otracker1=search&fm=organic&iid=61f7f3a2-7659-409d-9b45-771655719759.HSYF47Q2DCPGCEKG.SEARCH&ppt=None&ppn=None&ssid=tty1kok2280000001680599844781&qH=a12c5d63a3c97bb2,268,349,4.1,3961,"2,106",970,464,153,268,418 Reviews,https://www.flipkart.com/man-company-sportivo-hair-styling-pomade-wax/product-reviews/itm51bbe7fcf8c24?pid=HSYF47Q2DCPGCEKG&lid=LSTHSYF47Q2DCPGCEKGJIV0Y6&marketplace=FLIPKART,"[""For Men"",""For All Hair Types"",""Type: Hair Wax"",""Quantity: 100""]",Not available,Men,100 g,Not available,Not available,1,THE MAN COMPANY,Sportivo Hair Styling Pomade,Not available,36 Months,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Jar,Not available,Not available,Not available,Not available,All Hair Types,Not available,Not available,Hair Wax,Not available,Yes,Not available,Not available,Not available,No,Yes,Yes,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
THE MAN COMPANY Charcoal Face wash - Ylang Ylang and Argan Face Wash  (100 ml),https://rukminim1.flixcart.com/image/612/612/xif0q/face-wash/c/9/n/100-charcoal-face-wash-ylang-ylang-and-argan-the-man-company-original-imaghy3rf7thxqjp.jpeg?q=70,https://www.flipkart.com/man-company-charcoal-face-wash-ylang-argan/p/itme3626679820a1?pid=FCWFKVSGQGJS3FYW&lid=LSTFCWFKVSGQGJS3FYWDCYK4T&marketplace=FLIPKART&q=man+company&store=search.flipkart.com&srno=s_1_28&otracker=search&otracker1=search&fm=organic&iid=en_zJZ3XAbOdfdxF%2Bbho86I2DLsvjGRrQtw4keRUs0HV21kmz%2FxJswPx39Hho5J85B%2FAcu7z4AmtYqShEGnu5zRcA%3D%3D&ppt=None&ppn=None&ssid=tty1kok2280000001680599844781&qH=a12c5d63a3c97bb2,261,349,4.1,3765,"1,976",875,433,187,294,292 Reviews,https://www.flipkart.com/man-company-charcoal-face-wash-ylang-argan/product-reviews/itme3626679820a1?pid=FCWFKVSGQGJS3FYW&lid=LSTFCWFKVSGQGJS3FYWDCYK4T&marketplace=FLIPKART,"[""For Men"",""Gel Based"",""For All Skin Types"",""Applied For: Deep Cleansing, Oil Control, Refreshing, Blackhead Remover, Tan Removal, Nourishment & Moisturization"",""Comes in Tube""]",Not available,Men,100 ml,Not available,1 charcoal face wash,1,THE MAN COMPANY,Charcoal Face wash - Ylang Ylang and Argan,Not available,24 Months,Not available,Not available,Not available,Not available,Not available,Natural,"Deep Cleansing, Oil Control, Refreshing, Blackhead Remover, Tan Removal, Nourishment & Moisturization",Not available,Not available,Tube,Not available,All Skin Types,Not available,Not available,Not available,Not available,Not available,Not available,Gel,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
THE MAN COMPANY Charcoal  (1+1) To Remove Blackheads & Acne Oil Control For Men Face Wash  (150 g),https://rukminim1.flixcart.com/image/612/612/xif0q/face-wash/9/1/m/150-charcoal-face-wash-buy-1-get-1-to-remove-blackheads-acne-oil-original-imagmj6aw8agymcy.jpeg?q=70,https://www.flipkart.com/man-company-charcoal-1-1-remove-blackheads-acne-oil-control-men-face-wash/p/itm02f252dd7f81e?pid=FCWGMJ6BT46PKEKS&lid=LSTFCWGMJ6BT46PKEKSS6EYNI&marketplace=FLIPKART&q=man+company&store=search.flipkart.com&srno=s_1_29&otracker=search&otracker1=search&fm=organic&iid=61f7f3a2-7659-409d-9b45-771655719759.FCWGMJ6BT46PKEKS.SEARCH&ppt=None&ppn=None&ssid=tty1kok2280000001680599844781&qH=a12c5d63a3c97bb2,250,250,4.3,31,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"[""For Men"",""Gel Based"",""For All Skin Types, Combination Skin, Oily Skin"",""Applied For: Deep Cleansing, Blackhead Remover, Anti-acne & Pimples"",""Comes in Tube""]",Not available,Men,150 g,Not available,Not available,2,THE MAN COMPANY,Charcoal Face Wash (1+1) To Remove Blackheads & Acne Oil Control For Men,Not available,24 Months,Not available,Not available,Not available,Not available,Not available,Natural,"Deep Cleansing, Blackhead Remover, Anti-acne & Pimples",Not available,Not available,Tube,Not available,"All Skin Types, Combination Skin, Oily Skin",Not available,Not available,Not available,Not available,Not available,Not available,Gel,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
THE MAN COMPANY De-Tan FaceWash with Turmeric & Moringa | Skin Brightening | Tan Removal | Face Wash  (100 g),https://rukminim1.flixcart.com/image/612/612/xif0q/face-wash/k/3/d/100-de-tan-facewash-with-turmeric-moringa-skin-brightening-tan-original-imagmhv4nezudaby.jpeg?q=70,https://www.flipkart.com/man-company-de-tan-facewash-turmeric-moringa-skin-brightening-tan-removal-face-wash/p/itmddc68c2d8d555?pid=FCWGDWMBSG5SYAZQ&lid=LSTFCWGDWMBSG5SYAZQPLS6LP&marketplace=FLIPKART&q=man+company&store=search.flipkart.com&srno=s_1_30&otracker=search&otracker1=search&fm=organic&iid=61f7f3a2-7659-409d-9b45-771655719759.FCWGDWMBSG5SYAZQ.SEARCH&ppt=None&ppn=None&ssid=tty1kok2280000001680599844781&qH=a12c5d63a3c97bb2,174,249,4.2,1213,676,308,119,55,55,122 Reviews,https://www.flipkart.com/man-company-de-tan-facewash-turmeric-moringa-skin-brightening-tan-removal-face-wash/product-reviews/itmddc68c2d8d555?pid=FCWGDWMBSG5SYAZQ&lid=LSTFCWGDWMBSG5SYAZQPLS6LP&marketplace=FLIPKART,"[""For Men & Women"",""Liquid Based"",""For All Skin Types"",""Applied For: Tan Removal"",""Comes in Tube""]",Not available,Men & Women,100 g,India,Not available,1,THE MAN COMPANY,De-Tan FaceWash with Turmeric & Moringa | Skin Brightening | Tan Removal |,Not available,36 Months,Not available,Not available,Not available,Not available,Not available,Not available,Tan Removal,Not available,Not available,Tube,Not available,All Skin Types,Not available,Not available,Not available,Not available,Not available,Not available,Liquid,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"THE MAN COMPANY Combo For Multifaceted Man Deodorant Spray  -  For Men  (480 ml, Pack of 4)",https://rukminim1.flixcart.com/image/612/612/xif0q/deodorant/q/k/d/480-combo-for-multifaceted-man-4-deodorant-spray-the-man-company-original-imagmwj8d3evxwzj.jpeg?q=70,https://www.flipkart.com/man-company-combo-multifaceted-deodorant-spray-men/p/itmf47rfszkzmapr?pid=DEOF47PKPW6ECDX6&lid=LSTDEOF47PKPW6ECDX6VTLSDN&marketplace=FLIPKART&q=man+company&store=search.flipkart.com&srno=s_1_31&otracker=search&otracker1=search&fm=organic&iid=61f7f3a2-7659-409d-9b45-771655719759.DEOF47PKPW6ECDX6.SEARCH&ppt=None&ppn=None&ssid=tty1kok2280000001680599844781&qH=a12c5d63a3c97bb2,1019,1396,4.3,6148,"3,919","1,206",479,206,338,513 Reviews,https://www.flipkart.com/man-company-combo-multifaceted-deodorant-spray-men/product-reviews/itmf47rfszkzmapr?pid=DEOF47PKPW6ECDX6&lid=LSTDEOF47PKPW6ECDX6VTLSDN&marketplace=FLIPKART,"[""Quantity: 480 ml"",""Fragrance: Deodorant Spray"",""For Men"",""Anti Perspirant"",""Limited Edition""]",Not available,Men,480 ml,India,"1 Blanc Body Perfume (120ml), 1 Noir Body Perfume (120ml), 1 Rouge Body Perfume (120ml), 1 Bleu Body Perfume (120ml)",4,THE MAN COMPANY,Combo For Multifaceted Man,Deodorant Spray,36 Months,Yes,Fresh,Yes,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
THE MAN COMPANY Premium Skin Glow Collection 6 in 1 Combo Travel Mini Kit | Gift Set for Men | De Tan Face Care | Deo for Men | Free Pouch  (6 Items in the set),https://rukminim1.flixcart.com/image/612/612/xif0q/combo-kit/j/b/e/premium-skin-glow-collection-6-in-1-combo-travel-mini-kit-gift-original-imaggygrbddmkjw7.jpeg?q=70,https://www.flipkart.com/man-company-premium-skin-glow-collection-6-1-combo-travel-mini-kit-gift-set-men-de-tan-face-care-deo-free-pouch/p/itm6cdd4cba39578?pid=CBKGDKY9USYABVFV&lid=LSTCBKGDKY9USYABVFVFUGZLZ&marketplace=FLIPKART&q=man+company&store=search.flipkart.com&srno=s_1_32&otracker=search&otracker1=search&fm=organic&iid=en_zJZ3XAbOdfdxF%2Bbho86I2DLsvjGRrQtw4keRUs0HV23e5kFyb5W7xjiMFYgpwqYRFeEO3bZOYtD%2F4VX6poRY3w%3D%3D&ppt=None&ppn=None&ssid=tty1kok2280000001680599844781&qH=a12c5d63a3c97bb2,636,1593,4,543,283,121,67,23,49,68 Reviews,https://www.flipkart.com/man-company-premium-skin-glow-collection-6-1-combo-travel-mini-kit-gift-set-men-de-tan-face-care-deo-free-pouch/product-reviews/itm6cdd4cba39578?pid=CBKGDKY9USYABVFV&lid=LSTCBKGDKY9USYABVFVFUGZLZ&marketplace=FLIPKART,"[""Pack of: 6"",""For: Men & Women"",""Includes Skin Care Combo""]",Not available,Men & Women,Not available,Not available,with Pouch,Not available,Not available,Not available,Skin Care Combo,Not available,Not available,Not available,Not available,Not available,Combo Travel Mini Kit,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"THE MAN COMPANY Blanc EDT 50ml & Body Perfume 120ml Perfumes for Men Combo Deodorant Spray  -  For Men  (170 ml, Pack of 2)",https://rukminim1.flixcart.com/image/612/612/xif0q/perfume/w/u/h/170-blanc-edt-50ml-body-perfume-120ml-perfumes-for-men-combo-original-imagj8yqznuudf4h.jpeg?q=70,https://www.flipkart.com/man-company-blanc-edt-50ml-body-perfume-120ml-perfumes-men-combo-deodorant-spray/p/itm33a8297f39391?pid=PERGEDW73YSMR2GN&lid=LSTPERGEDW73YSMR2GNN1VJMB&marketplace=FLIPKART&q=man+company&store=search.flipkart.com&srno=s_1_33&otracker=search&otracker1=search&fm=organic&iid=61f7f3a2-7659-409d-9b45-771655719759.PERGEDW73YSMR2GN.SEARCH&ppt=None&ppn=None&ssid=tty1kok2280000001680599844781&qH=a12c5d63a3c97bb2,565,1248,4.2,1429,808,325,141,49,106,131 Reviews,https://www.flipkart.com/man-company-blanc-edt-50ml-body-perfume-120ml-perfumes-men-combo-deodorant-spray/product-reviews/itm33a8297f39391?pid=PERGEDW73YSMR2GN&lid=LSTPERGEDW73YSMR2GNN1VJMB&marketplace=FLIPKART,"[""Quantity: 170 ml"",""Fragrance: Deodorant Spray"",""For Men""]",Not available,Men,170 ml,Not available,Not available,2,THE MAN COMPANY,Blanc EDT 50ml & Body Perfume 120ml Perfumes for Men Combo,Deodorant Spray,36 Months,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
THE MAN COMPANY Charcoal Face Scrub with Lemongrass & Eucalyptus Essential Oils Scrub  (100 g),https://rukminim1.flixcart.com/image/612/612/xif0q/scrub/x/m/z/100-charcoal-face-scrub-with-lemongrass-eucalyptus-essential-original-imagjkjhtfqfstr5.jpeg?q=70,https://www.flipkart.com/man-company-charcoal-face-scrub-lemongrass-eucalyptus-essential-oils/p/itmer8ssbyphmfwj?pid=SCBER8SSFVGBVYA6&lid=LSTSCBER8SSFVGBVYA66DGXOK&marketplace=FLIPKART&q=man+company&store=search.flipkart.com&srno=s_1_34&otracker=search&otracker1=search&fm=organic&iid=61f7f3a2-7659-409d-9b45-771655719759.SCBER8SSFVGBVYA6.SEARCH&ppt=None&ppn=None&ssid=tty1kok2280000001680599844781&qH=a12c5d63a3c97bb2,275,349,3.9,4928,"2,346","1,029",687,296,570,498 Reviews,https://www.flipkart.com/man-company-charcoal-face-scrub-lemongrass-eucalyptus-essential-oils/product-reviews/itmer8ssbyphmfwj?pid=SCBER8SSFVGBVYA6&lid=LSTSCBER8SSFVGBVYA66DGXOK&marketplace=FLIPKART,"[""For Men"",""Skin Type: All Skin Types, Dry Skin, Oily Skin, Normal Skin, Sensitive Skin, Combination Skin"",""Applied For: Exfoliation, Anti-acne & Pimples, Blackhead Removal, Replenishing & Rejuvenation, Deep Cleansing, Oil Control"",""Application Area: Face, Neck""]",Not available,Not available,Not available,Not available,1,Not available,Not available,Not available,Not available,24 Months,Not available,Not available,Not available,Not available,Not available,Not available,"Exfoliation, Anti-acne & Pimples, Blackhead Removal, Replenishing & Rejuvenation, Deep Cleansing, Oil Control",Not available,Not available,Jar,"charcoal face scrub acne skin blackheads men man Eucalyptus Oil, dead cells soft smooth pollution free anti activated lemon grass, controls boosts oily cleanses deep even tone","All Skin Types, Dry Skin, Oily Skin, Normal Skin, Sensitive Skin, Combination Skin",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,No,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"Face, Neck",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
THE MAN COMPANY Rouge Long-Lasting | Lasts Upto 1000 Sprays | Night Parties Deodorant Spray  -  For Men  (120 ml),https://rukminim1.flixcart.com/image/612/612/xif0q/deodorant/3/0/8/120-non-gas-body-perfume-for-men-rouge-120-ml-no-gas-deodorant-original-imagnaqwcruvysys.jpeg?q=70,https://www.flipkart.com/man-company-rouge-long-lasting-lasts-upto-1000-sprays-night-parties-deodorant-spray-men/p/itm73fccd7ae4afa?pid=DEOF3J8S2GBYX4N4&lid=LSTDEOF3J8S2GBYX4N4CDGEO2&marketplace=FLIPKART&q=man+company&store=search.flipkart.com&srno=s_1_35&otracker=search&otracker1=search&fm=organic&iid=61f7f3a2-7659-409d-9b45-771655719759.DEOF3J8S2GBYX4N4.SEARCH&ppt=None&ppn=None&ssid=tty1kok2280000001680599844781&qH=a12c5d63a3c97bb2,275,349,4.1,11067,"6,193","2,253","1,288",549,784,"1,232 Reviews",https://www.flipkart.com/man-company-rouge-long-lasting-lasts-upto-1000-sprays-night-parties-deodorant-spray-men/product-reviews/itm73fccd7ae4afa?pid=DEOF3J8S2GBYX4N4&lid=LSTDEOF3J8S2GBYX4N4CDGEO2&marketplace=FLIPKART,"[""Quantity: 120 ml"",""Fragrance: Deodorant Spray"",""For Men"",""Limited Edition""]",Not available,Men,120 ml,India,1 Rouge Body Perfume (120ml),1,THE MAN COMPANY,Rouge Long-Lasting | Lasts Upto 1000 Sprays | Night Parties,Deodorant Spray,36 Months,No,Fresh,Yes,"Step 1: Shake the can before use., Step 2: Hold it 15 cm away from your body., Step 3: Spray the perfume, keeping it away from eyes & cuts/wounds.",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
THE MAN COMPANY Style Max Machismo Hair Wax with Hair Spray for Men Hair Wax  (250 ml),https://rukminim1.flixcart.com/image/612/612/l3ys70w0/hair-styling/k/s/p/hair-wax-250-style-max-machismo-hair-wax-with-hair-spray-for-men-original-imageyrqguu6xkzz.jpeg?q=70,https://www.flipkart.com/man-company-style-max-machismo-hair-wax-spray-men/p/itmd2a6157353377?pid=HSYGEYRRGTBDJGGV&lid=LSTHSYGEYRRGTBDJGGVKQRWES&marketplace=FLIPKART&q=man+company&store=search.flipkart.com&srno=s_1_36&otracker=search&otracker1=search&fm=organic&iid=en_zJZ3XAbOdfdxF%2Bbho86I2DLsvjGRrQtw4keRUs0HV22mFeJFuAhETE4sQBuj3htX0rFNwpVekLsXPr%2B4m2Tvvw%3D%3D&ppt=None&ppn=None&ssid=tty1kok2280000001680599844781&qH=a12c5d63a3c97bb2,568,798,4.3,156,94,33,16,4,9,16 Reviews,https://www.flipkart.com/man-company-style-max-machismo-hair-wax-spray-men/product-reviews/itmd2a6157353377?pid=HSYGEYRRGTBDJGGV&lid=LSTHSYGEYRRGTBDJGGVKQRWES&marketplace=FLIPKART,"[""For Men"",""For All Hair Types"",""Type: Hair Wax"",""Quantity: 250""]",Not available,Men,250 ml,Not available,Not available,Not available,THE MAN COMPANY,Style Max Machismo Hair Wax with Hair Spray for Men,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,All Hair Types,Not available,Not available,Hair Wax,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
THE MAN COMPANY Efferus EDT Eau de Toilette  -  30 ml  (For Men),https://rukminim1.flixcart.com/image/612/612/k6l2vm80/perfume/v/q/u/30-efferus-edt-eau-de-toilette-the-man-company-men-original-imafzztdrygffyyd.jpeg?q=70,https://www.flipkart.com/man-company-efferus-edt-eau-de-toilette-30-ml/p/itm5ff56cc2e5d3e?pid=PERFZYB6X4BXVVQU&lid=LSTPERFZYB6X4BXVVQUYGIBJF&marketplace=FLIPKART&q=man+company&store=search.flipkart.com&srno=s_1_37&otracker=search&otracker1=search&fm=organic&iid=61f7f3a2-7659-409d-9b45-771655719759.PERFZYB6X4BXVVQU.SEARCH&ppt=None&ppn=None&ssid=tty1kok2280000001680599844781&qH=a12c5d63a3c97bb2,209,599,4.1,1444,798,256,190,80,120,116 Reviews,https://www.flipkart.com/man-company-efferus-edt-eau-de-toilette-30-ml/product-reviews/itm5ff56cc2e5d3e?pid=PERFZYB6X4BXVVQU&lid=LSTPERFZYB6X4BXVVQUYGIBJF&marketplace=FLIPKART,"[""Quantity: 30 ml"",""Ideal For: Men"",""Fragrance Classification: Eau de Toilette"",""Fragrance Family: Woody"",""Fragrance Segment: Luxury"",""Base Note: Amberwood, Oudh and Patchouli"",""Heart Note: Sandalwood, Coriander and Cardamom"",""Top Note: Bergamot ,Lemon and Mint""]",Eau de Toilette,Men,30 ml,India,Efferus EDT,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
